"(Intercept)","DOY","glacier_len_norm","noise_4kHz","runoff_racmo","site","temp_deep","temp_shallow","velocity","year","DOY:runoff_racmo","DOY:temp_deep","DOY:temp_shallow","df","logLik","AICc","delta","weight"
8.41485639477568,-0.0425910959926245,NA,NA,-0.0156152711635891,NA,1.67789396200636,3.86555937387684,NA,"+",2.42472014976169e-05,NA,-0.0169984689531671,8,-179.335803403353,375.065049429657,6.98005237345535,0.000857222574279538
4.67739933964123,-0.0394251270526433,NA,0.0427096892551554,-0.00870479037674289,NA,NA,1.76867055787941,-1.44009223940269e-05,"+",NA,NA,-0.00655354208653208,8,-179.34353790207,375.08051842709,6.99552137088801,0.000850617961987131
4.75684110017358,-0.0396122238586058,-0.0143927525342276,0.0419834146802635,-0.0087157926866453,NA,NA,1.74173107193747,NA,"+",NA,NA,-0.00656587565456365,8,-179.348172673245,375.089787969442,7.00479091323962,0.000846684664383435
15.3848717907373,-0.0901584496455312,NA,0.0641077000548583,NA,"+",-38.684821476063,-1.23526469349582,NA,"+",NA,0.153877533939887,0.00570782205949567,10,-177.24426496961,375.092925543616,7.00792848741384,0.000845357437755298
18.5843965997421,-0.0948319229347901,NA,0.0651451359815107,NA,"+",-40.0679187243827,0.120194971067924,-0.000701581083902891,"+",NA,0.159194091461438,NA,10,-177.245711693085,375.095818990566,7.01082193436423,0.000844135323548978
4.05519448274791,-0.0372762386616102,-0.083583900633464,0.0437741897009767,-0.00824025838775145,NA,NA,0.173512467637527,-2.24447919719035e-05,"+",NA,NA,NA,8,-179.353925365718,375.101293354387,7.01629629818507,0.000841827930928698
3.90101351005909,-0.0375269285895821,-0.151758554663327,0.0452722642667927,0.00597244854154272,NA,NA,NA,-7.50855284950707e-06,"+",-6.20269784759853e-05,NA,NA,8,-179.365609238124,375.124661099198,7.03966404299621,0.00083204935783794
11.0127954631788,-0.0779661054731924,-0.0427048687240854,0.0758776268765947,0.0457140687099618,NA,-27.1350593095201,0.307495048424499,NA,"+",-0.000225685406770573,0.108039986919085,NA,10,-177.261502848869,375.127401302134,7.04240424593206,0.000830910146387227
7.11018732892544,-0.0367704020015068,0.669609753628982,NA,-0.0216007979319279,"+",2.57201611836824,0.130984037007471,NA,"+",4.49757013901803e-05,NA,NA,10,-177.277070206132,375.15853601666,7.073538960458,0.000818075233326339
17.8882097136044,-0.0783927440886967,0.407467702740966,NA,0.0183533543208486,NA,-23.6206911015238,NA,0.000177854905237069,"+",-0.000109261941766756,0.095011964609675,NA,9,-178.352014230346,375.197179145624,7.11218208942211,0.000802420464289705
42.356172870156,-0.103164724282145,NA,0.0731184024600218,NA,"+",-39.6816423824704,0.702807161979686,-0.00778718896713472,NA,NA,0.15319889466324,NA,9,-178.356102243875,375.205355172681,7.12035811647866,0.000799146854416056
5.58272367432099,-0.0309672269137249,NA,NA,-0.00397808080132877,"+",2.57280787945911,-4.46969605878603,NA,"+",-2.73577957502273e-05,NA,0.0189833369149711,10,-177.305604570979,375.215604746354,7.13060769015146,0.000795061873405114
70.8673669510149,-0.116510472280253,1.57400759445854,NA,NA,"+",-40.4220162530961,NA,-0.0137856873944263,NA,NA,0.158913560982748,NA,8,-179.415158740474,375.223760103899,7.13876304769741,0.000791826467436897
45.1527625068909,-0.0506176541882312,NA,0.0483433628464764,0.00852339324613144,"+",2.01659399397108,0.390425071675813,-0.0128055593242147,NA,-8.74542677965858e-05,NA,NA,10,-177.310339427725,375.225074459845,7.14007740364269,0.000791306267475044
32.036225095101,-0.0439895784748036,1.16455995328452,0.0410657652128751,-0.0155808466843867,"+",2.95752899407396,NA,-0.00896702549190445,"+",1.69136282686524e-05,NA,NA,11,-176.249538939449,375.22635060617,7.14135354996807,0.000790801517233216
36.3117960890369,-0.0416784514603748,1.35227497387167,0.0385940863759137,-0.00970870630734449,"+",NA,-6.09464670891557,-0.00978205876866433,NA,NA,NA,0.0300764024964681,10,-177.312280040241,375.228955684878,7.14395862867639,0.000789772137684917
31.9506501836785,-0.0440114498363836,1.1333110352757,0.0415046659703295,-0.0118018396108656,"+",2.95794328499185,0.0013450790181422,-0.00895242333808446,"+",NA,NA,NA,11,-176.251196050579,375.229664828431,7.14466777222856,0.000789492156415016
5.66027000586744,-0.0219623524816933,NA,NA,-0.0070671028314578,"+",NA,-14.0000573970345,NA,NA,NA,NA,0.0650471594444299,7,-180.462326426146,375.229829964009,7.14483290780669,0.000789426972484261
7.69074360405155,-0.0387234562353661,-0.217770795617973,NA,0.000331986197302654,NA,1.348902254119,NA,1.98454627392485e-05,"+",-4.4825184050939e-05,NA,NA,8,-179.418456277844,375.230355178638,7.14535812243633,0.000789219690404854
29.5147553577272,-0.0804900497587929,NA,NA,0.0241677116378032,"+",-21.3101293416948,0.508066353416321,-0.00351497642525779,"+",-0.000145486577182608,0.0895898725979936,NA,11,-176.257253343336,375.241779413944,7.15678235774243,0.000784724425642488
20.813036850979,-0.0864378151446333,NA,NA,NA,"+",-35.6335373826344,-3.80960333479583,NA,"+",NA,0.141524986615887,0.0167508024794457,9,-178.375405331857,375.243961348645,7.15896429244327,0.00078386878373859
23.936093066218,-0.0454196835470255,NA,0.0382014318486173,-0.000606976434674182,"+",NA,NA,-0.00564787230086715,"+",-3.43139540412294e-05,NA,NA,9,-178.392245707458,375.277642099847,7.19264504364446,0.00077077866957807
16.548454351689,-0.0737202486221049,NA,NA,0.0210203361503337,NA,-20.449385438763,-0.113723362768949,0.000140333929752101,"+",-0.000122616688010467,0.0837421494064135,NA,9,-178.411649845766,375.316450376464,7.23145332026149,0.000755966546662023
54.5725625198986,-0.0874959538758035,NA,NA,0.0232817850579851,"+",-19.1271632016882,1.10153831432094,-0.0108949512220766,NA,-0.000144604660585928,0.0769390138609007,NA,10,-177.356956354522,375.318308313439,7.23331125723672,0.000755264603654432
23.2991488103378,-0.125208485539492,1.07067312707092,0.0668695997731821,-0.00647857556079127,NA,-44.7853154928598,14.8523224655508,0.000252828235187624,"+",NA,0.176515396955693,-0.0606152309187072,11,-176.297811469403,375.322895666078,7.23789860987603,0.000753534256304934
22.0671856852328,-0.114524964762814,1.82127656469457,0.0689754043444583,NA,"+",-52.3909297297874,1.09929162800782,NA,"+",NA,0.204470460903258,-0.00185646128679252,11,-176.298877629576,375.325027986424,7.24003093022179,0.000752731296210056
16.6919945993135,-0.0742655016749899,0.46545401542469,NA,-0.00616272502081163,NA,-21.4514995096524,-0.126324787324055,0.000180042092200709,"+",NA,0.0871963706474077,NA,9,-178.419214653287,375.331579991506,7.24658293530405,0.000750269381392296
22.9924006034243,-0.127858955024478,1.27819152681936,0.0811597592492828,NA,NA,-55.0846582288895,8.73502631889361,0.000272842023505222,"+",NA,0.213966391832042,-0.035706047907181,10,-177.367113651289,375.338622906973,7.25362585077073,0.000747631985940861
21.3005735502336,-0.118966320387122,NA,0.0713456772784361,0.0501225392243342,NA,-41.5382242747702,12.904485476881,0.000154489826412891,"+",-0.000253100312611579,0.164875139329705,-0.0525384286598587,11,-176.307922410957,375.343117549186,7.25812049298423,0.000745953703325087
-3.5329918908012,-0.0142834734396159,NA,0.0605556662923521,NA,NA,NA,-11.716431133021,NA,"+",NA,NA,0.0467128919740483,6,-181.563627873495,375.355516616554,7.27051956035234,0.000741343443710433
22.1908692981105,-0.0928771337205431,NA,NA,0.0257810368953945,"+",-28.1797292184795,5.04699389470393,NA,"+",-0.000152454286259893,0.114766013967355,-0.0182674922763566,11,-176.314623867164,375.356520461602,7.27152340539959,0.000740971440104597
23.1904741365047,-0.0992718353731027,NA,NA,NA,"+",-40.6978233779239,0.256093993984161,0.000308930418403708,"+",NA,0.16049327251461,NA,9,-178.435142063906,375.363434812744,7.27843775654242,0.000738414194712931
0.740681543251783,-0.0345970758965812,NA,0.050991371144423,-0.0092328376861247,NA,2.45502005756913,1.46837890249801,8.32161659276621e-05,"+",NA,NA,-0.00891054496885947,9,-178.43745685333,375.368064391592,7.28306733539006,0.000736706898122999
-0.197373585714167,-0.0318306561473883,NA,0.0539552861052805,0.00336174550967447,NA,2.42709582755752,-0.669803224815935,8.38830248420626e-05,"+",-5.40400269679016e-05,NA,NA,9,-178.442338434177,375.377827553286,7.29283049708403,0.000733119367374161
-0.0829247726249214,-0.0317099340727525,-0.181080513629903,0.0522872200727699,-0.00858500055023342,NA,2.46841981351429,-0.704397598955142,6.5982525188308e-05,"+",NA,NA,NA,9,-178.447364856038,375.387880397007,7.30288334080461,0.000729443645762415
57.9130860289037,-0.057131933914416,1.36666185804422,NA,-0.0263785016520877,"+",1.7940851499611,0.647100655073277,-0.0147541981203621,NA,6.19895006876503e-05,NA,NA,10,-177.398439908867,375.40127542213,7.31627836592776,0.000724574511526899
29.9691315268063,-0.0841304988817456,NA,NA,-0.00897071437872232,"+",-21.1254770659551,4.02687490838071,-0.00341536711680492,"+",NA,0.0891549327347992,-0.0150828640103707,11,-176.342763863869,375.412800455011,7.32780339880935,0.000720411146243018
0.0815558562480635,-0.0322472558065575,-0.443035799348415,0.0549508137381713,0.0106859205286747,NA,2.28379961528557,-0.53009895269841,NA,"+",-8.62485917769343e-05,NA,NA,9,-178.460685623148,375.414521931227,7.32952487502456,0.000719791327705288
-1.34660400787977,-0.0224814927547236,NA,0.0585291730712277,NA,NA,NA,NA,NA,"+",NA,NA,NA,4,-183.663700247812,375.435508603732,7.35051154753012,0.000712277805173795
1.13254453156168,-0.0351213407409808,-0.380462459593182,0.0512319846657133,-0.00911653501602906,NA,2.28807185406779,1.78224387147898,NA,"+",NA,NA,-0.00961819732995317,9,-178.477896665726,375.448944016384,7.36394696018175,0.000707508967814515
32.8162108045687,-0.0491746538521241,1.15453299631049,0.0333690332230262,-0.0112208695437959,"+",NA,1.02375113686056,-0.00791860318216549,"+",NA,NA,NA,10,-177.428348411355,375.461092427105,7.37609537090316,0.000703224438777572
59.7235433720065,-0.110054457766154,2.06272250813323,0.069569370286391,0.0272237925297614,"+",-35.642957696242,1.30139631735953,-0.0127184836374208,NA,-0.000154262435132766,0.140383487774114,NA,12,-175.300100336153,375.462079125344,7.37708206914186,0.000702877589185999
45.443937651876,-0.052579339328815,0.977362964732687,0.0446280848953909,-0.0164913736056133,"+",NA,NA,-0.0122543913342649,NA,3.57339939263106e-05,NA,NA,9,-178.491824904948,375.476800494828,7.3918034386258,0.000697722923049157
47.8427109176135,-0.0922231981016892,NA,0.064080866851631,0.0475186538439886,"+",-25.8367225203234,1.01650139786526,-0.0103497588087773,NA,-0.000245181226079924,0.103253360306294,NA,11,-176.380168964131,375.487610655534,7.40261359933186,0.00069396184819843
50.9961957696609,-0.0743632186665389,NA,NA,-0.00897532739466113,"+",-13.4276136608886,-1.46046164677744,-0.0108998272134296,NA,NA,0.0560340628558508,0.00980760068882093,10,-177.460640239769,375.525676083934,7.44067902773224,0.000680878768867473
65.6438252940095,-0.103359879486044,1.91065828788134,NA,0.00228484661658669,"+",-27.7352218282363,1.38333039665412,-0.0129902090845245,NA,-5.08643935904196e-05,0.109237510469676,NA,11,-176.405260124989,375.537792977251,7.45279592104924,0.00067676617171993
64.540373034456,-0.0988345487180968,1.96300743117678,NA,-0.00907251263424199,"+",-25.8117579997926,0.427286819867237,-0.0130283578318678,NA,NA,0.102171888547802,0.00372219317117367,11,-176.417055890506,375.561384508284,7.47638745208189,0.000668830094719305
0.955303588227787,-0.0345133309984239,NA,0.0538049233111527,-0.000264778447422758,NA,2.04163126236353,1.40527658281716,NA,"+",-3.94626022584108e-05,NA,-0.00743602105602714,9,-178.554885719034,375.602922122999,7.51792506679715,0.000655082545582873
23.0306102653249,-0.0971900090773753,0.860559172209136,NA,NA,NA,-39.0233721426945,-0.0978754507153383,0.00023483845090406,"+",NA,0.151609608733022,NA,8,-179.608477386549,375.610397396048,7.52540033984582,0.00065263865516617
28.946762732294,-0.121917333151441,0.837872263095658,NA,-0.00822150265533046,NA,-38.4791947554797,15.4253810235796,0.000243522692739052,"+",NA,0.151602314755324,-0.0628672682811951,10,-177.519121951383,375.642639507162,7.55764245096037,0.000642201783872591
21.0235266409416,-0.10529590095556,NA,0.0712364206496873,NA,"+",-45.8260894487946,1.84170839694503,NA,NA,NA,0.1692141897485,NA,8,-179.626873428233,375.647189479416,7.56219242321396,0.000640742444341681
32.8655421725696,-0.0498894471509553,0.861173588429491,NA,-0.0256052434592442,"+",NA,NA,-0.00693056960140582,"+",7.39258409441938e-05,NA,NA,9,-178.577477697255,375.648106079442,7.56310902323952,0.000640448859351391
37.3318454834782,-0.119442838183772,1.77394543718878,NA,NA,"+",-51.1384601967306,0.674016322217943,-0.00237904006337649,"+",NA,0.199049642008436,NA,10,-177.524192774214,375.652781152823,7.56778409662064,0.000638953535012863
3.43206619705209,-0.0188442591499043,NA,NA,NA,NA,NA,-11.3734724412635,NA,"+",NA,NA,0.0452163001344537,5,-182.756160044239,375.674921714494,7.58992465829203,0.000631919148097823
42.518830468352,-0.0525800418836062,1.25770666929587,0.0376499105816217,-0.0125744326416146,"+",NA,1.10369638746872,-0.0109387783443197,NA,5.51284043958272e-06,NA,NA,10,-177.54537664107,375.695148886535,7.61015183033277,0.000625560388566553
60.1566598948742,-0.105696639433521,2.2393003147103,0.0641364380822143,-0.00773403825406824,"+",-32.4427101557744,1.73301769181571,-0.0130881454702349,NA,NA,0.128421051992977,-0.00219852086023553,12,-175.428369750456,375.718617953951,7.63362089774921,0.000618262630734172
27.6522685419592,-0.109771162752485,1.63937956352648,NA,NA,"+",-48.4945150246181,-1.39388744483954,NA,"+",NA,0.188805453245995,0.00872408019311985,10,-177.563238405862,375.730872416119,7.6458753599174,0.000614485974762499
43.9548904584168,-0.107456663261768,1.8846499573394,NA,-0.00914034443369836,"+",-32.6872983099395,5.74466538955573,-0.00577186172567834,"+",NA,0.13186650745716,-0.0202860403248542,12,-175.445132838546,375.752144130131,7.66714707392936,0.000607985022684081
5.31699697594929,-0.0266060795571305,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,3,-184.844014826171,375.752719679296,7.66772262309439,0.000607810085220486
45.5544878115276,-0.0398645492091739,1.4629697502888,0.0499400142964033,-0.0100387434329613,"+",2.26870178805721,-7.99670267048345,-0.013783463935452,NA,NA,NA,0.0350931224289679,11,-176.514580614053,375.756433955379,7.67143689917697,0.000606682345497642
32.8256323434265,-0.0438166568315581,1.20607009664628,NA,-0.0104689834904857,"+",NA,-4.60139331498658,-0.00724284365051449,"+",NA,NA,0.0238336003452686,10,-177.578719744154,375.761835092704,7.67683803650152,0.000605046168466039
22.0510059855071,-0.0351046412941376,NA,0.0404936773630416,-0.00984803950955377,"+",2.9862659846813,-4.47352829549956,-0.0064755227343031,"+",NA,NA,0.0180275916168872,11,-176.526933608493,375.781139944259,7.69614288805712,0.000599234100634921
25.7495909697413,-0.0854579312213285,NA,0.0577445087631471,0.0457994027862399,"+",-27.0804781367569,0.469099866436012,-0.00369747018066244,"+",-0.000235553354038114,0.111860460298908,NA,12,-175.479349213275,375.82057687959,7.73557982338747,0.000587533856939135
1.5152122426809,-0.0341674915681858,-0.270534504053958,0.0515495003203602,0.0140934767765294,NA,1.54123403208129,NA,-8.85902069280334e-06,"+",-0.000104551179014157,NA,NA,9,-178.6713282787,375.835807242331,7.75081018612894,0.000583076672729861
-0.819529092532463,-0.0251567872447561,NA,0.0586038285946253,NA,NA,NA,-0.648754528748857,NA,"+",NA,NA,NA,5,-182.838947763971,375.840497153958,7.75550009775617,0.000581710985560201
33.0829452125739,-0.0400922853787151,1.15456373272303,NA,-0.0111428046344686,"+",2.75627195739998,-5.10725022402782,-0.00822814220492741,"+",NA,NA,0.0219584430311275,11,-176.562324017648,375.851920762569,7.7669237063667,0.000578397837283291
41.362487399681,-0.0953569679815791,1.76238522371613,NA,0.00456524497721493,"+",-28.9035550283325,0.843793288747456,-0.00593432834369127,"+",-5.84996591269458e-05,0.117599290338698,NA,12,-175.498427859752,375.858734172543,7.77373711634101,0.000576430759016561
5.48647292143984,-0.0385811482765621,0.329317397631272,0.0343029256754737,-0.0105864161118349,"+",NA,NA,NA,"+",1.05482983239213e-05,NA,NA,9,-178.694125809788,375.881402304507,7.79640524830484,0.00056993433972689
24.5280363316382,-0.0414714536634208,NA,0.041319466162551,0.00402336671546253,"+",2.97913278656597,-0.128329932709613,-0.00680805430926651,"+",-6.71375395503006e-05,NA,NA,11,-176.579188562493,375.88564985226,7.80065279605748,0.000568725212475867
26.7729953476539,-0.113621966089469,NA,NA,0.0225433772699373,NA,-33.7907052815469,13.8100787281335,0.000163263910765005,"+",-0.000138592471568345,0.134518476566764,-0.0564534250023872,10,-177.649581621623,375.903558847641,7.81856179143944,0.000563655297023774
18.5071959836246,-0.100315928472351,NA,0.0577549895095867,0.0473428375927301,"+",-34.945111076135,5.90191925888235,NA,"+",-0.000242332080689281,0.140758504245851,-0.021974884832789,12,-175.525360275619,375.912599004277,7.82760194807526,0.000561113280322227
-0.320201944466615,-0.018056292043626,NA,0.0500235159232871,-0.00639193058574986,"+",NA,-13.5571796307178,NA,NA,NA,NA,0.0624971413632085,8,-179.7625461804,375.91853498375,7.83353792754821,0.000559450370835084
10.740203062815,-0.0425429588455149,NA,NA,-0.0107272200686993,"+",NA,1.81483769368442,NA,NA,NA,NA,NA,6,-181.848347440053,375.924955749671,7.83995869346859,0.000557657200818833
64.7288472920431,-0.13146458122412,1.95367924260113,NA,NA,"+",-51.9869622199912,1.29192700908964,-0.0100541531422534,NA,NA,0.197427115019651,NA,9,-178.7239704586,375.941091602132,7.85609454592981,0.000553176164303079
25.0422495020186,-0.0930917991037737,NA,NA,-0.00653432021514078,"+",-31.1872325875115,2.40320016910593,NA,NA,NA,0.112520746028462,NA,8,-179.784920630176,375.963283883302,7.87828682710045,0.000547071972929424
15.7845961311945,-0.0684081989811538,-0.172614454628378,NA,0.0172414430989541,NA,-17.302086799378,0.2021165058069,NA,"+",-0.000107125344393172,0.0699707915368636,NA,9,-178.740017522013,375.973185728958,7.88818867275552,0.000544370155573783
45.6067781301505,-0.0449039227844373,NA,NA,0.00527550506589977,"+",1.79314239691802,-6.43062944282257,-0.0117704591405747,NA,-6.86321802921557e-05,NA,0.029173627672695,10,-177.687309555818,375.979014716032,7.89401765983024,0.000542785902043193
22.0228353250358,-0.0395081510055402,NA,0.0330549190083014,-0.00919959537369996,"+",NA,-3.79453500257876,-0.00522275734570251,"+",NA,NA,0.0195639510053576,10,-177.693884226325,375.992164057046,7.90716700084431,0.000539228969224785
25.0865026610942,-0.105845101294478,NA,NA,NA,NA,-40.5463722840806,4.6433524000794,0.000160157995353454,"+",NA,0.158384277195892,-0.020118375441898,8,-179.805285193426,376.004013009803,7.91901595360127,0.000536043764585408
42.7731136498847,-0.046072006047709,1.34622933151441,NA,-0.0149865328710587,"+",NA,-5.70340853827084,-0.0102891990136825,NA,2.05593456539956e-05,NA,0.0288112645242688,10,-177.707365360757,376.019126325909,7.9341292697066,0.000532008331551891
35.1686213682385,-0.0513620548489714,1.18706004484967,NA,-0.0212664628799897,"+",NA,1.07301676341403,-0.00743127006948545,"+",4.27574066104923e-05,NA,NA,10,-177.707752201459,376.019900007313,7.93490295111087,0.000531802568876627
34.9184943742668,-0.0468030868268019,1.17251502186712,NA,-0.0259044851247604,"+",2.78549886252269,0.113457224014412,-0.00831907632284397,"+",6.09080474604085e-05,NA,NA,11,-176.659443491317,376.046159709908,7.96116265370551,0.000524865719781352
1.56151806915433,-0.0088265478135496,NA,NA,NA,"+",NA,-18.9808294025161,NA,"+",NA,NA,0.0801066244680668,7,-180.878518611944,376.062214335604,7.97721727940171,0.000520669323870665
30.2815235531296,-0.0404176837399554,NA,0.0409620464521887,0.017653154283931,"+",NA,-5.71177999408329,-0.00807258741320545,NA,-0.000119141582400955,NA,0.028122203225643,10,-177.741984915799,376.088365435993,8.00336837979103,0.000513905602049523
24.9629764840725,-0.0465103964794227,NA,0.0340983103793125,0.00739618598057218,"+",NA,0.915874375096031,-0.00566595933142104,"+",-7.97229907860512e-05,NA,NA,10,-177.748691022772,376.101777649939,8.01678059373745,0.00051047082596831
10.2979481936135,-0.0455386992433823,-0.123857939225185,NA,-0.00610371270863631,NA,NA,3.37327211764502,NA,"+",-1.61057157159429e-05,NA,-0.0130923306136973,8,-179.862526057236,376.118494737423,8.03349768122069,0.000506221815747678
10.3009723985566,-0.0455411279918185,-0.117866309705535,NA,-0.00969536896150185,NA,NA,3.448273063933,-2.5509496456902e-06,"+",NA,NA,-0.0134082146673055,8,-179.863968817547,376.121380258045,8.03638320184251,0.000505491985614975
5.86105416627148,-0.0293064943694785,NA,NA,NA,NA,NA,-0.660613419748836,NA,"+",NA,NA,NA,4,-184.007113350687,376.122334809481,8.03733775327919,0.000505250784128811
10.2453698590185,-0.0453778407562085,NA,NA,-0.00843053253315195,NA,NA,3.36386383941059,9.24140685139404e-06,"+",-5.75762908059919e-06,NA,-0.0130596820460919,8,-179.870059065742,376.133560754434,8.04856369823187,0.000502422769592544
45.5359717789851,-0.0778433790858439,NA,0.0542871141821858,-0.00776405343715106,"+",-17.9913780153162,-0.384880672775041,-0.0105896808992945,NA,NA,0.0741466567067886,0.0047623397290273,11,-176.71551229651,376.158297320292,8.07330026408982,0.000496246933600247
20.0337219239019,-0.111409737424727,0.035064866050512,0.072918431920618,0.0438483771681501,NA,-38.256980536753,12.1758427628123,NA,"+",-0.000225091113485161,0.149705315090367,-0.0477472528812362,11,-176.726477802921,376.180228333114,8.09523127691182,0.000490835060858943
51.3583365017413,-0.110061827329814,NA,NA,NA,"+",-40.4611852540095,0.925645767376475,-0.00770450705180634,NA,NA,0.154173198250085,NA,8,-179.898511496936,376.190465616822,8.10546856062041,0.00048832907107648
20.6842038990505,-0.0149167811231929,NA,NA,NA,"+",NA,-19.8396442086986,-0.00575360784805234,NA,NA,NA,0.0840216387098775,7,-180.952503164991,376.210183441699,8.12518638549693,0.000483538332066075
18.7278284892807,-0.0917995959537431,NA,0.058784627567221,-0.00511893380246191,"+",-34.0822733960424,2.1506181369649,NA,NA,NA,0.12498932075693,NA,9,-178.86374162841,376.220633941752,8.13563688554979,0.000481018312982281
4.4140131881012,-0.0309431298288017,0.771136304101301,0.0310471493052235,-0.00917688208806204,"+",NA,-5.47592234967327,NA,"+",NA,NA,0.0270248562032664,10,-177.81083556857,376.226066741535,8.14106968533304,0.000479713447958994
-7.04438162192728,-0.0088990490240474,NA,0.0701948633237013,NA,NA,1.7850142433859,-12.3597533549465,NA,"+",NA,NA,0.0471994361145581,7,-180.962162507833,376.229502127382,8.14450507117959,0.000478890154849033
9.27482654575691,-0.0413758478355201,-0.128436700501927,NA,-0.0024672603407971,NA,NA,0.192172978427355,-5.89840525063558e-07,"+",-2.85920034809724e-05,NA,NA,8,-179.918049564917,376.229541752785,8.14454469658301,0.000478880666835236
38.9534738201846,-0.102097841520803,1.88900088473368,0.0623426737638018,0.0267610281884059,"+",-35.5843692055231,0.825109346399734,-0.0065504048269731,"+",-0.000150914588145153,0.143432075046798,NA,13,-174.62838057431,376.265071397928,8.18007434172597,0.000470448555988111
27.2499768305716,-0.109901831404335,1.56449961918923,NA,0.00912322853814473,"+",-37.8114655077818,6.82053557300994,NA,"+",-7.79197113044265e-05,0.150238746409714,-0.0241538869854437,12,-175.708022599118,376.277923651275,8.19292659507295,0.00046743508681142
41.8974926220601,-0.112451647853887,2.11598723018706,0.0573155871531551,-0.0079454601598431,"+",-37.7026831816182,6.35366057375926,-0.00651037615261403,"+",NA,0.151477654901413,-0.0231238327029914,13,-174.659541269504,376.327392788315,8.24239573211327,0.000456015098096726
0.630503518591242,-0.02575339808045,0.716769096400841,0.0382453361364194,-0.00971032772163692,"+",2.68711638320852,-5.84815688345915,NA,"+",NA,NA,0.0246159049076358,11,-176.80057601089,376.328424749052,8.24342769285028,0.000455779863951686
26.4165730105725,-0.0869747542542218,NA,0.0490354715256919,-0.00787230371108934,"+",-24.8329370511154,4.70190564756096,-0.00359948634109967,"+",NA,0.103697359642306,-0.018337548651422,12,-175.737141901757,376.336162256552,8.25116520035021,0.000454019970386341
12.9181868689423,-0.0883425318764895,0.599999591742103,0.0778923867127362,0.0465089640623326,NA,-33.7255119738257,0.0427303462603286,0.000194640736193528,"+",-0.000226260011711163,0.134523478598191,NA,11,-176.814218164408,376.355709056089,8.27071199988677,0.000449604265088259
4.10561115240949,-0.0372677834602291,NA,0.0531479994797014,-0.00977959196360237,"+",NA,1.62204721297025,NA,NA,NA,NA,NA,7,-181.027421994129,376.360021099975,8.27502404377299,0.000448635952653537
0.814360890075909,-0.00374567089444117,NA,NA,NA,"+",NA,-23.6106005669286,NA,NA,NA,NA,0.101981900203159,6,-182.066216351786,376.360693573138,8.27569651693568,0.000448485130191982
52.015075289142,-0.0525075948201519,1.35264382093376,0.0478528350622748,-0.0146290616225294,"+",2.12795998424444,0.452570855759451,-0.0148206781624245,NA,1.21250076575549e-05,NA,NA,11,-176.82895136819,376.385175463652,8.30017840744995,0.000443028712253942
-5.65513850942813,-0.00133351181407849,NA,0.0589390772696785,NA,"+",NA,-21.938485019524,NA,NA,NA,NA,0.0945272608770046,7,-181.052415352974,376.410007817666,8.32501076146349,0.000437561997422556
51.6795935664925,-0.109704594405612,2.17160051501096,0.0785641919170689,NA,"+",-45.9967595653391,-4.09054050297915,-0.0102677714302093,NA,NA,0.177807437344386,0.0211064162064665,11,-176.842504720824,376.412282168921,8.32728511271876,0.000437064695396971
4.15511325473061,-0.0315159148860665,NA,0.0333460978873047,0.011420429994244,"+",NA,-5.14158098328622,NA,"+",-9.05340362180154e-05,NA,0.0253643720305341,10,-177.931085318135,376.466566240666,8.38156918446373,0.000425361413667676
25.1358385990725,-0.0424467176500131,NA,NA,0.00439153616765969,"+",NA,-3.70089482536646,-0.00492494785184201,"+",-6.37952844916332e-05,NA,0.0195829614755085,10,-177.955024336452,376.5144442773,8.42944722109758,0.000415299594542245
30.155224627309,-0.112477217816036,NA,NA,NA,"+",-46.6368037226587,2.06518240067725,NA,NA,NA,0.170318853703279,NA,7,-181.11928728841,376.543751688536,8.45875463233392,0.000409258288405614
0.434085417050438,-0.0263095547489483,NA,0.0397164632588488,0.00673100931307249,"+",2.7178624875892,-5.50489263202705,NA,"+",-7.20359778742863e-05,NA,0.0228483851607364,11,-176.916796501645,376.560865730563,8.47586867436104,0.000405771197464782
6.60227993304949,-0.0396280231772077,0.622638223249418,0.0294137789876635,-0.00809928464776202,"+",NA,0.972076944601566,NA,"+",-1.12507491220469e-05,NA,NA,10,-177.988010365917,376.58041633623,8.49541928002805,0.000401823985158054
25.9080760910396,-0.0389446410947844,NA,NA,-0.00109904184955448,"+",2.80025354576575,-4.09771488220398,-0.00607117134072493,"+",-4.23253614827667e-05,NA,0.0171345357406002,11,-176.930433234912,376.588139197097,8.50314214089536,0.000400275361667976
2.63581775949103,-0.0335841943471924,0.609339137885046,0.0363015357639255,-0.0118895734930016,"+",2.71769216473949,0.017889614125166,NA,"+",3.8119864513483e-06,NA,NA,11,-176.94818256717,376.623637861613,8.53864080541092,0.000393233421023981
25.2960903904715,-0.120114775080523,1.37436958328093,0.0745919555319147,NA,"+",-54.8630405878631,2.30052814503647,NA,NA,NA,0.202002779565698,NA,9,-179.077102090171,376.647354865274,8.56235780907213,0.000388597801853298
13.298076734439,-0.0120233360195307,NA,0.0533080658401848,NA,"+",NA,-18.5526095020219,-0.00529786358296287,NA,NA,NA,0.0783956413329431,8,-180.130367403315,376.65417742958,8.56918037337795,0.000387274443564741
8.31506537525734,-0.0343551416370935,0.75789081816582,NA,-0.0103985801189864,"+",NA,-4.88229886283918,NA,"+",2.69996814988462e-06,NA,0.0247839297365546,10,-178.063521097761,376.731437799918,8.64644074371563,0.000372599237981182
