"(Intercept)","DOY","I(DOY^2)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","site","temp_surf","I(temp_surf^2)","velocity","year","df","logLik","AICc","delta","weight"
-32.252922778547,0.450843496155157,-0.000931451684278887,1.20315323803392,-0.258320387208016,NA,-0.00103255722013999,"+",NA,NA,-0.00747353802468974,"+",10,-175.524963066167,371.532382272686,7.38724928667256,0.00163601025529204
-40.3676494562105,0.459807626668706,-0.000945995612604406,NA,-0.286747351139485,-0.0448931798858893,-0.000566218416035095,"+",NA,NA,-0.00386745251052815,"+",10,-175.527013182723,371.536482505797,7.39134951978434,0.00163265967929125
-55.0969389754477,0.446315950975831,-0.000905773149364165,0.921859387902622,-0.291469800576058,NA,NA,"+",0.464428797266949,-1.56642190534425,NA,"+",10,-175.53412329634,371.55070273303,7.40556974701741,0.00162109245434662
-57.6379997901289,0.499133656193303,-0.00101112528731426,0.645338265845807,-0.285952798074278,-0.0461324544537212,-0.000322720097757534,"+",NA,NA,NA,"+",10,-175.53427737012,371.551010880591,7.4058778945776,0.00162084270574465
-34.9448425188832,0.404849339289064,-0.000838254485816772,NA,-0.293102890108847,NA,NA,"+",0.39963543454638,-1.51535754641948,-0.00467848977835199,"+",10,-175.573323228313,371.629102596978,7.48396961096483,0.00155877513741352
-62.2011882474009,0.497116959105224,-0.00100815932259261,NA,NA,NA,NA,NA,NA,NA,-9.47603955201269e-05,"+",5,-180.750467725352,371.631087294522,7.48595430850941,0.00155722905607247
-53.1349891259282,0.430798155282629,-0.000877657014752069,0.881888936492699,-0.261111039375778,NA,-0.002757035203518,"+",0.77066838453811,NA,NA,"+",10,-175.577264930643,371.636986001636,7.49185301562289,0.00155264300328721
-12.4281275186578,0.3892528517475,-0.000827212256921952,1.49753074372832,-0.317154912560352,-0.0479827991519714,-0.00452409138665254,"+",1.04042028047687,NA,-0.00936601664620077,NA,11,-174.541620572638,371.663460925495,7.51832793948239,0.00153222538749463
-32.4040291463929,0.385602841724793,-0.000803237072135089,NA,-0.264009372940291,NA,-0.00284213772951741,"+",0.719478176687956,NA,-0.00469689841077428,"+",10,-175.593732570158,371.669921280668,7.5247882946548,0.00152728401244694
-61.0220433261207,0.487028639585739,-0.000991074501940426,NA,NA,NA,NA,NA,-0.359680809731907,NA,NA,"+",5,-180.787672514354,371.705496872526,7.56036388651307,0.0015003571904942
-52.0729635986773,0.455499114056775,-0.000929794985117422,NA,-0.298852249823191,-0.0432766352704547,6.30175626791736e-05,"+",NA,-0.84765355440847,NA,"+",10,-175.615033521456,371.712523183264,7.56739019725063,0.00149509545064195
-39.4493411853456,0.352892733131565,-0.000735874779149394,NA,-0.383143987776145,-0.0275050848405661,0.0014700996029494,"+",NA,-3.30645771529281,NA,NA,9,-176.677644862949,371.749162811237,7.60402982522368,0.00146795494367418
-32.9726095284891,0.305590626141212,-0.000650120912322772,0.472310441854684,-0.384847400744609,-0.0254906361675047,NA,"+",NA,-3.56701354690207,NA,NA,9,-176.687510815825,371.768894716989,7.6237617309763,0.00145354337818639
-62.1792468800839,0.49438826418991,-0.000995077985090598,0.307545549633417,-0.243436550238693,NA,-0.000165059133227256,NA,NA,0.388444198265694,-5.4150588169065e-05,"+",9,-176.689283033281,371.772439151902,7.62730616588874,0.00145096966450197
-62.7954836677441,0.498930070172265,-0.00100329511597126,0.306391928536654,-0.244323065383739,NA,NA,NA,-7.05475523092849e-06,0.371932872857714,-5.65613764337398e-05,"+",9,-176.690309443032,371.774491971402,7.62935898538927,0.00144948113914013
-61.001498957062,0.486099464423221,-0.000979918659550125,0.312672455940037,-0.249100919906256,NA,0.00010152597889626,NA,-0.0416858858119779,NA,-5.68060914237188e-05,"+",9,-176.708722752435,371.811318590208,7.66618560419528,0.00142303561643914
-27.157809968217,0.448476867404807,-0.000930896617489511,1.43620202452887,-0.337060814231388,-0.0387612783085533,NA,"+",0.473369153653808,-1.80973248779123,-0.00754311512999443,NA,11,-174.632909370869,371.846038521958,7.70090553594451,0.00139854496023348
-60.9657223185976,0.48563482563507,-0.000978849474264866,NA,-0.241549807424711,NA,-0.000257842165492483,NA,0.0336186500320671,0.438741237644659,-8.52852991603088e-05,"+",9,-176.728348342052,371.850569769443,7.70543678343012,0.00139537997025825
-41.2703053388434,0.346052676204952,-0.000720095826760778,0.54937087445453,-0.364438306011965,NA,0.00148837347188547,"+",NA,-3.65434864632254,NA,NA,9,-176.729759908525,371.853392902388,7.70825991637543,0.00139341168818294
-53.8965778873993,0.434950299985046,-0.000895082828246099,NA,NA,NA,-0.00194561215499349,NA,NA,NA,NA,"+",5,-180.866751132674,371.863654109167,7.71852112315372,0.00138628095358053
-62.3960463788426,0.495310431936783,-0.000997117777347008,0.503414615779908,-0.242405323981037,NA,-0.000336443168533191,NA,-0.0483388518801289,0.435019619785734,NA,"+",9,-176.736800236404,371.867473558147,7.72234057213353,0.00138363606520148
-36.5134450324608,0.34511213674917,-0.000719634087130342,NA,-0.385333798688584,-0.0477620202179446,-0.00398158278987438,"+",1.51051635970553,NA,NA,NA,9,-176.737755949827,371.869384984994,7.72425199898095,0.00138231433733758
-43.1331324538267,0.379548145095101,-0.000781408321407912,NA,-0.378745803906056,-0.0319053912769843,NA,"+",NA,NA,NA,NA,7,-178.833363677602,371.910736069802,7.76560308378873,0.00135402766741587
-47.5641340992569,0.388836161251443,-0.000799741625332386,NA,-0.277951352596817,NA,-0.00179235700518971,"+",0.627593189926424,-1.01442356815249,NA,"+",10,-175.722699992741,371.927856125832,7.78272313981887,0.00134248661897017
-32.0256445543101,0.389531796074318,-0.000812645772304544,NA,-0.27905484284831,NA,-0.00018068587992086,"+",NA,-1.48401696467522,-0.00494087305164091,"+",10,-175.739965093026,371.962386326404,7.81725334039066,0.0013195073929899
-17.751445635251,0.356845437431973,-0.000759209893737214,1.65341812347429,-0.293077464836143,NA,-0.00315455328939423,"+",0.767411371449749,-1.60676151978949,-0.00784413151015275,NA,11,-174.700969562165,371.982158904551,7.83702591853768,0.00130652663296788
-54.0351831035792,0.438204308890731,-0.000892813115082392,0.836596620626559,-0.277062465510358,NA,0.00014496924573513,"+",NA,-1.51441375724682,NA,"+",10,-175.760501222749,372.003458585849,7.85832559983618,0.00129268616273823
-63.4710925924642,0.5050483978582,-0.00102238472363712,0.348172551877526,NA,NA,NA,NA,NA,NA,NA,"+",5,-180.945361608536,372.020875060891,7.87574207487756,0.00128147801702016
-62.7565052964447,0.491977989695044,-0.000996710381764457,NA,NA,0.00955678515172328,NA,NA,NA,NA,NA,"+",5,-181.008496310748,372.147144465313,8.00201147930017,0.00120307335320096
-62.0183311671354,0.495208152622061,-0.00100478360108217,NA,NA,NA,NA,"+",NA,NA,NA,"+",6,-180.003417915794,372.189444527239,8.04431154122642,0.00117789550916739
-51.4695449544793,0.414961447486984,-0.000841170782445837,NA,-0.349925473588944,NA,0.00133736862224187,"+",NA,NA,NA,NA,7,-178.972829563331,372.189667841259,8.0445348552459,0.00117776399621936
-44.6819168299854,0.36483362301403,-0.000750213945214349,-0.397560895193019,-0.340609035137951,NA,NA,"+",NA,NA,NA,NA,7,-178.978613169457,372.201235053511,8.05610206749822,0.00117097193339665
-41.1302321075492,0.372705379433076,-0.000771807204718548,0.674119478267872,-0.396269574363858,-0.0350195450630438,NA,"+",0.81543387963697,-2.94540471828414,NA,NA,10,-175.888324739828,372.259105620008,8.11397263399459,0.00113757503330872
-17.3864089467073,0.403328879460094,-0.000852263268787358,1.45291336871746,-0.321090462931698,-0.0346150969033665,-0.000621123594088778,"+",NA,-1.91169632076877,-0.0088208184760695,NA,11,-174.862984665836,372.306189111893,8.16105612587961,0.00111110730157928
-21.0807989821212,0.422360545884473,-0.000886086425811102,1.42438199367188,-0.323900465744832,-0.0346347017162026,NA,"+",NA,-1.94634134100392,-0.00848001285796223,"+",11,-174.877060046246,372.334339872711,8.18920688669806,0.00109557759329981
-33.4310729092007,0.318653685445807,-0.000673342101053843,NA,-0.385007165777557,-0.0399683385958348,-0.00216982954472411,"+",1.03238013554034,-2.33211736367679,NA,NA,10,-175.926064891988,372.334585924327,8.18945293831433,0.00109544281727165
-20.8262799808665,0.407643515364924,-0.000853652138310089,1.60797087162169,-0.319613982135733,NA,NA,"+",0.447289363027025,-2.35628388340779,-0.00906820106990717,"+",11,-174.893866598007,372.367952976233,8.22281999022044,0.00107731857710507
-40.5249429431598,0.520806515463067,-0.00106151804090991,1.13972613039534,-0.310771383485718,-0.0461584318040912,NA,"+",0.478612233660703,NA,-0.00630163662448737,"+",11,-174.943122995891,372.466465772001,8.32133278598798,0.00102553943993868
4.51412419608147,NA,-7.10852590198618e-05,NA,-0.32186733120618,NA,NA,"+",NA,-4.7857810984965,NA,NA,6,-180.143892364387,372.470393424426,8.32526043841267,0.00102352743496541
-36.2011311530947,0.309802099892038,-0.000652661194400926,0.827347850148178,-0.357969823533483,NA,-0.00203589229678958,"+",0.994355890131704,-2.88552067070104,NA,NA,10,-176.031168324313,372.544792788977,8.39965980296398,0.000986152026208725
-19.6567350751836,0.386545132440294,-0.000814223220988879,1.49972064618838,-0.272891461993543,NA,-0.00402474192303782,"+",0.901821416888995,NA,-0.00861464777515204,"+",11,-174.997674227721,372.575568235662,8.43043524964941,0.000971093546644591
-49.1992064565624,0.442943347143303,-0.000907113876496791,0.846270579928377,-0.303725464420359,-0.0516592437158669,-0.00308846300404841,"+",0.867605507483899,NA,NA,"+",11,-175.044769662551,372.669759105321,8.52462611930838,0.000926419697810088
5.19536274977227,NA,-7.9737272314147e-05,NA,-0.324399604059423,NA,-0.00358203110183778,"+",NA,-4.19484636396345,NA,NA,7,-179.215020584975,372.674049884547,8.52891689853419,0.000924434297103757
-19.4415075146229,0.353750046266817,-0.000753294182883895,NA,-0.327811663065116,-0.0447317524609881,-0.00289590381916884,"+",0.81233890903251,-1.08108889582787,-0.00582874699111616,NA,11,-175.050981718722,372.682183217663,8.53705023164997,0.000920682564755438
5.30684412897814,NA,-7.94004997265407e-05,NA,-0.316287778300485,NA,-0.00711424974165344,"+",1.16962419030047,-3.00807539358549,NA,NA,8,-178.186164480937,372.686739442223,8.54160645621033,0.000918587533762502
-51.840977044524,0.45294094060985,-0.000915411720176798,0.00587680500324089,-0.391752834744433,-0.0435193964318562,NA,"+",1.09150871305383,NA,NA,NA,9,-177.153750509388,372.701374104115,8.55624111810204,0.000911890457020629
25.451993613612,NA,-9.26022043686445e-05,NA,-0.246488911246186,NA,-0.0100896421343109,"+",1.29496422655129,NA,-0.00653598028682379,NA,8,-178.19653314848,372.707476777309,8.56234379129637,0.000909112213130749
-30.1800075313786,0.40004789736526,-0.000836105746139498,NA,-0.30544006980158,-0.0500926397541593,-0.00315925891052413,"+",0.816487680348838,NA,-0.0043004883603434,"+",11,-175.085560118643,372.751340017507,8.60620703149351,0.000889390959447824
-40.7626265583213,0.338792911974264,-0.000701486440518138,0.235707235890539,-0.341224344124914,NA,-0.00374944031956016,"+",1.44298020010982,NA,NA,NA,9,-177.180432245513,372.754737576366,8.60960459035266,0.000887881362979818
-15.7034441064261,0.378068628080949,-0.00080227728827244,1.56043384344714,-0.30099754988797,NA,-0.00056771748141676,"+",NA,-2.25712165756962,-0.00942126756553851,"+",11,-175.094695944137,372.769611668494,8.6244786824812,0.000881302641832046
-31.735185333328,0.469652699332427,-0.000971217836678012,1.13814848819833,-0.290279576205814,-0.0430965853133288,-0.00101027800471842,"+",NA,NA,-0.00697617198105867,"+",11,-175.147571440733,372.875362661686,8.73022967567289,0.00083591387810624
-54.8664078317862,0.479376894321159,-0.000972446104914989,0.838367699301947,-0.322419753690215,-0.0446211715654999,NA,"+",0.510383084494167,-1.18434380282433,NA,"+",11,-175.150747965969,372.881715712158,8.73658272614529,0.000833262789431378
-62.8587722260454,0.499243405065618,-0.00101275128311362,NA,NA,NA,-0.00221038508098898,NA,NA,1.78147067768393,NA,"+",6,-180.375896907247,372.934402510147,8.78926952413354,0.000811598424667106
-37.3004435541094,0.441830980526473,-0.000910909386628921,NA,-0.32266744522081,-0.0432467560358909,NA,"+",0.451463293615887,-1.13604300195206,-0.00406499592004554,"+",11,-175.20895530162,372.998130383459,8.85299739744579,0.000786145374586923
-70.8824606765773,0.55926355420039,-0.00112178269302873,NA,NA,NA,NA,NA,NA,1.50000962723828,-7.66277914365351e-05,"+",6,-180.409933065592,373.002474826837,8.85734184082412,0.00078443954594315
-40.3657177216934,0.331385853834763,-0.000684946179056778,NA,-0.386556149657056,NA,NA,NA,NA,NA,NA,NA,4,-182.46524130218,373.017062690939,8.87192970492629,0.000778738713214492
4.14413149710956,NA,-7.90794404883453e-05,NA,-0.226755414926318,NA,-0.00719332920242209,NA,NA,NA,NA,"+",5,-181.461269602577,373.052691048973,8.90755806295965,0.000764988956301707
-45.5335341517867,0.412890706812161,-0.000850780888210333,NA,-0.311595481282853,-0.0495522417178512,-0.00236314499244884,"+",0.750291671643739,-0.551691431787421,NA,"+",11,-175.247736472479,373.075692725178,8.93055973916472,0.000756241341038367
22.1344034557513,NA,-9.24755160335076e-05,NA,-0.268181539642424,NA,-0.00529292374176808,"+",NA,-2.88475656370164,-0.00542846156989401,NA,8,-178.402059440016,373.118529360381,8.97339637436841,0.000740216152716258
-69.7465658064523,0.549780218720164,-0.00110523917492099,NA,NA,NA,NA,NA,-0.227835327184909,1.43102706964184,NA,"+",6,-180.502893202907,373.188395101466,9.04326211545333,0.000714804709105975
-72.9022174612925,0.572947455655322,-0.00114674250525446,0.295778307703935,NA,NA,NA,NA,NA,1.64007585028677,NA,"+",6,-180.530273237242,373.243155170137,9.09802218412381,0.000695498835434798
-61.7353853149493,0.520322475365486,-0.00104821570773007,0.270399544448031,-0.266283607843954,-0.0380213288572301,-0.000332728981562588,NA,NA,0.791284439383858,-3.27701883161338e-05,"+",10,-176.394843617033,373.272143374418,9.1270103884047,0.000685490907444705
-63.2099767447327,0.531086825308882,-0.00106759876727899,0.266390457185764,-0.268242324435366,-0.0378606245589998,NA,NA,0.0255590162460784,0.778728970517965,-4.0852135572212e-05,"+",10,-176.398133372803,373.278722885958,9.13358989994487,0.000683239515072595
-61.5261256548023,0.51985207903815,-0.0010476787506674,0.3950990400626,-0.266030799685208,-0.0399764849386586,-0.00070498277733501,NA,0.0395622033433754,0.929480065636193,NA,"+",10,-176.411259545829,373.304975232009,9.159842245996,0.000674329798148483
-60.4086968067744,0.511575080133221,-0.00103204637579436,NA,-0.264686245711846,-0.0390958596219428,-0.000645766111359348,NA,0.0955503005384953,0.931335902122384,-6.38244428129899e-05,"+",10,-176.418390820785,373.319237781921,9.17410479590791,0.000669538072809296
32.8718732393627,NA,-9.75759121168646e-05,NA,-0.234562696354792,NA,-0.00715801207589059,"+",NA,NA,-0.00900158187241918,NA,7,-179.545368018964,373.334744752525,9.18961176651214,0.000664366892444133
4.90080809088465,NA,-7.54413962346436e-05,NA,-0.30395370588777,NA,-0.0100250422105373,"+",1.80609520277966,NA,NA,NA,7,-179.55709359495,373.358195904497,9.21306291848362,0.000656622301591519
-13.8855641832018,0.36893693829869,-0.000787686777947834,1.59552775210776,-0.327427591663211,-0.0433370765901284,-0.00363172734052471,"+",0.889793454915526,-1.34305488597046,-0.00811810550743122,NA,12,-174.335783728711,373.358792127026,9.2136591410133,0.000656426584260889
-72.3020507866592,0.569719880911117,-0.0011410158070329,NA,NA,-0.0018898674629945,NA,NA,NA,1.71387654455192,NA,"+",6,-180.590599919324,373.3638085343,9.21867554828719,0.000654782195807487
-33.4902823224247,0.419960166976242,-0.000873303950775469,NA,-0.304001747793901,-0.0403400513725361,-0.000273800353545119,"+",NA,-1.10935732397232,-0.00442603087867336,"+",11,-175.419148214743,373.418516209705,9.27338322369229,0.000637114136148605
-48.1019428047105,0.395636914173501,-0.000813391553601366,1.00872026777095,-0.285251801838754,NA,-0.00220881953799675,"+",0.723537289349125,-1.33014937449638,NA,"+",11,-175.420125604871,373.420470989963,9.27533800394968,0.000636491731296808
-53.2281377947037,0.464654448750297,-0.000947195297063224,0.757978916249025,-0.303123310098074,-0.0415861537968142,2.12081690185128e-05,"+",NA,-1.12958642290619,NA,"+",11,-175.423875932725,373.427971645669,9.28283865965631,0.000634109149153187
-59.3078309434964,0.499111678130544,-0.00100851221929537,0.286731660878108,-0.274304837661998,-0.0326939704057947,0.000115362403874185,NA,-0.0515654588715933,NA,-4.29499894618016e-05,"+",10,-176.473848544439,373.430153229229,9.28502024321568,0.00063341784520874
-25.2267519820754,0.346925801000872,-0.000733583101515609,NA,-0.287646375050138,NA,-0.0023235670906659,"+",0.6635345729801,-1.27475645216813,-0.00523595901878466,"+",11,-175.447542442225,373.475304664669,9.33017167865586,0.000619278189705299
-33.5380623043497,0.283613615432887,-0.000599869215347922,NA,-0.395589187591746,NA,NA,NA,NA,-1.91265635114989,NA,NA,5,-181.701011318041,373.532174479899,9.38704149388616,0.000601917072231821
-61.416725522519,0.490999315709806,-0.000997903173920078,NA,NA,NA,NA,NA,-0.221102483925793,NA,-6.71419178344468e-05,"+",6,-180.6814443904,373.545497476453,9.4003644904401,0.000597920728289735
-62.7557452920744,0.489586409684379,-0.00099181827362614,NA,NA,0.0147901667988347,NA,NA,NA,NA,-0.000101345206865945,"+",6,-180.691125351783,373.564859399218,9.4197264132045,0.000592160209479683
-56.8445778141315,0.457783682212678,-0.000936741314652146,NA,NA,NA,-0.00123111251807207,NA,NA,NA,-7.92071628961176e-05,"+",6,-180.691517674999,373.56564404565,9.42051105963691,0.000591927936847744
-39.6695437278367,0.354460042470496,-0.00073881255894688,0.485650186333498,-0.389202340358047,-0.0257551309341764,0.00150887873196749,"+",NA,-3.58549665215976,NA,NA,10,-176.595164489409,373.672785119169,9.52765213315644,0.000561052431767733
-62.0624802692234,0.496136215225345,-0.00100637198719994,-0.0431837531656087,NA,NA,NA,NA,NA,NA,-9.87411506250856e-05,"+",6,-180.749599145596,373.681806986845,9.53667400083185,0.00055852726108943
-61.8177578107895,0.493016848164053,-0.00100192661820589,0.215748218731367,NA,NA,NA,NA,-0.325111737068114,NA,NA,"+",6,-180.756347294213,373.695303284079,9.55017029806589,0.0005547709245381
-61.3948882827799,0.48170568381586,-0.000979566427213777,NA,NA,0.0101749321729774,NA,NA,-0.361880191816381,NA,NA,"+",6,-180.758940951589,373.70049059883,9.55535761281669,0.000553333903214069
