"(Intercept)","glacier_len_norm","ice_cover_percent","noise_4kHz","runoff_racmo","salt_shallow","I(salt_shallow^2)","site","temp_deep","I(temp_deep^2)","temp_shallow","I(temp_shallow^2)","year","ice_cover_percent:salt_shallow","ice_cover_percent:temp_deep","ice_cover_percent:temp_shallow","df","logLik","AICc","delta","weight"
203.451402683119,1.39739799252105,-551.82846021278,NA,NA,-6.12509637284045,NA,NA,1.85367158461026,NA,NA,NA,"+",16.6130496300649,-9.91328360088442,NA,8,-164.205285812468,344.924857339222,2.50454961844133,0.00375130971257915
-3.70110192660342,NA,-0.242873547486591,NA,NA,NA,NA,NA,9.81416049219161,-8.95088329583222,NA,NA,"+",NA,NA,NA,5,-167.380954254093,344.973922642461,2.55361492168066,0.00366039982801766
-1.25274632448548,NA,-0.232380011222391,NA,NA,NA,NA,NA,NA,NA,NA,1.06968270183596,"+",NA,NA,NA,4,-168.420385620454,344.98161631133,2.5613085905494,0.00364634592476612
-1.03980905403126,0.57329872805292,-0.259183967877558,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,4,-168.446272445076,345.033389960575,2.61308223979415,0.00355316489137504
64.2873633718931,NA,-0.245599973891876,NA,NA,-1.94970093130791,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,4,-168.450425510386,345.041696091194,2.6213883704138,0.00353843896555643
31.6028807896368,NA,-0.245597219289305,NA,NA,NA,-0.029075927206206,NA,NA,NA,NA,NA,"+",NA,NA,NA,4,-168.45048476844,345.041814607302,2.62150688652184,0.00353822929076157
258.871695822019,NA,-491.045116853327,NA,-0.00261620321321754,-7.88793914290542,NA,NA,14.1371515822351,-10.3599896319733,NA,NA,"+",14.7694843003093,-8.078391700149,NA,9,-163.235836597856,345.116834486035,2.69652676525419,0.00340796882825942
141.77599376443,NA,-480.558658124362,NA,NA,-4.28703431684542,NA,NA,1.66073727470846,NA,NA,NA,"+",14.4716386829519,-8.93133330343315,NA,7,-165.377738379331,345.154053271118,2.73374555033786,0.00334513506100093
40090.2573227418,NA,-467.779931679236,NA,NA,-2384.76016258955,35.4586707481561,NA,16.2835808103186,-13.2458013374424,NA,NA,"+",14.069958697178,-7.72171681507413,NA,9,-163.301189887744,345.24754106581,2.82723334502958,0.00319236867434666
291.570588508469,NA,-585.692928869228,NA,NA,-8.83212600373309,NA,NA,5.63760864337259,NA,-1.83434637027146,-1.22998370736918,"+",17.6355160606942,-10.7008846237643,NA,9,-163.309715954763,345.264593199848,2.84428547906759,0.00316526602874889
-1.16141114476043,NA,-0.249112691644041,NA,NA,NA,NA,NA,NA,NA,-0.233381975168412,NA,"+",NA,NA,NA,4,-168.584001564391,345.308848199205,2.88854047842466,0.00309599582032551
36614.5434066135,NA,-555.386849162432,NA,NA,-2177.15352105935,32.3598949173869,NA,5.06812951712101,NA,-1.65660287639297,NA,"+",16.7283570443868,-10.4322259640539,NA,9,-163.33847554386,345.322112378043,2.90180465726263,0.00307553083701591
373.63390914327,1.66185059589558,-598.811182148825,NA,-0.00366822198606229,-11.3311053247912,NA,NA,14.9342376643084,-9.55904039439695,-0.474536448118858,NA,"+",18.0099579830875,-9.69138939447148,NA,11,-161.214156899926,345.381382391909,2.96107467112859,0.00298572473404592
211.461180343069,NA,-502.136081754449,NA,-0.00421295833872912,-6.3971943654534,NA,NA,3.54857841932332,NA,NA,NA,"+",15.1247111538707,-9.50872318438088,NA,8,-164.442989965285,345.400265644855,2.97995792407505,0.0029576672986971
-1.09945257700337,NA,-0.253023551535423,NA,-0.000598656486354097,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,4,-168.654665914124,345.450176898671,3.02986917789059,0.00288477023623713
-1.25303006249877,NA,-0.25674330972911,NA,NA,NA,NA,NA,0.25784486315031,NA,NA,NA,"+",NA,NA,NA,4,-168.666482227527,345.473809525477,3.05350180469668,0.00285088348952589
20354.2262964223,1.84991863824331,-576.362025392251,NA,-0.00315437075424378,-1203.62727980231,17.786816230393,NA,16.905147414504,-12.3385166822779,NA,NA,"+",17.3329596633411,-9.24117728586691,NA,11,-161.263521195398,345.480110982853,3.05980326207293,0.00284191526476948
-1.93896323033075,NA,-0.24667918519264,0.00861525369508586,NA,NA,NA,NA,NA,NA,NA,NA,"+",NA,NA,NA,4,-168.679017350154,345.49887977073,3.07857204994997,0.0028153703611117
386.774330332789,2.04905620190888,-596.519088871591,NA,-0.00269882439008141,-11.7212567263333,NA,NA,17.0676498325925,-12.5300248324884,NA,-0.700801290226007,"+",17.9354685975452,-9.36627273546919,NA,11,-161.273321461614,345.499711515285,3.07940379450503,0.00281419977005259
241.247109275492,NA,-634.552988100423,NA,NA,-7.31798447636345,NA,NA,4.71916840898031,NA,-1.44914051604623,NA,"+",19.0667822315584,-9.82550987479784,-1.5870620910823,9,-163.434811590666,345.514784471655,3.09447675087443,0.00279307033564884
312.190918442513,NA,-554.805445503307,NA,-0.00333541951189769,-9.493716674082,NA,NA,11.5737197592086,-5.48703759808099,-1.23195032641178,NA,"+",16.6961710503949,-9.5742064992194,NA,10,-162.366021425173,345.52340975682,3.1031020360395,0.00278105075828312
412.208375659794,1.94136977811377,-623.188349032693,NA,NA,-12.4851310018354,NA,NA,17.1512843108454,-12.1602898883377,-0.669369671912491,-1.97786988640511,"+",18.7370892139339,-9.79687587465561,NA,11,-161.289637442811,345.532343477681,3.11203575690018,0.00276865589636468
-1.08785848230261,NA,-0.252700437668091,NA,NA,NA,NA,NA,NA,-0.0390113475644888,NA,NA,"+",NA,NA,NA,4,-168.695847593003,345.532540256428,3.11223253564725,0.00276838350344601
372.021909380106,1.87404833165752,-588.228214639344,-0.0113921213126279,-0.00338061435494818,-11.2482014605077,NA,NA,16.4491712693117,-11.8432219132645,NA,NA,"+",17.6874528205309,-9.30737319249396,NA,11,-161.293971275388,345.541011142834,3.12070342205317,0.00275668296832044
246.414374408602,NA,-485.653356752103,-0.0207629441324491,NA,-7.45704761626178,NA,NA,15.4419911948316,-12.5221510655275,NA,NA,"+",14.6017883117574,-7.7049637776729,NA,9,-163.461601814847,345.568364920017,3.14805719923703,0.00271923677986665
396.594682371112,2.57289430059698,-547.732818751003,NA,NA,-12.0565659922508,NA,"+",24.1879197149666,-20.7911949043374,NA,NA,"+",16.4702271066762,-8.61939270077218,NA,11,-161.33602872287,345.625126037799,3.20481831701829,0.00264314814637272
244.215182418839,NA,-561.773159457397,-0.00802987685882764,NA,-7.38465730444104,NA,NA,4.75535280298169,NA,-1.5511602556664,NA,"+",16.9138026520353,-10.162264271623,NA,9,-163.536362088264,345.71788546685,3.29757774606958,0.0025233590540504
227.543604148428,NA,-479.965005440424,NA,NA,-6.94929198195347,NA,NA,14.8786914124375,-12.1345579982622,NA,0.102865894012386,"+",14.4313122470375,-7.61467010211926,NA,9,-163.550880845302,345.746922980927,3.32661526014675,0.00248698768943069
206.425251910245,NA,-98.5051988946453,NA,NA,-6.32103410498291,NA,NA,15.7851068835848,-13.5546973194516,NA,NA,"+",2.92717823329272,NA,NA,7,-165.676632758405,345.751842029266,3.33153430848535,0.00248087839915307
48868.1308668239,NA,-519.036652676825,NA,NA,-2907.17806671907,43.23113445601,NA,14.2512369181889,-9.25497736463694,-1.15659429207402,NA,"+",15.6191819460043,-8.9413924605975,NA,10,-162.516083467682,345.823533841839,3.40322612105854,0.00239352406565085
19463.9448894152,2.08995673550656,-587.103612775784,NA,NA,-1149.97474016688,16.9785592316117,NA,18.9260420031801,-15.0674584860742,NA,-1.39399023190638,"+",17.6498191794746,-9.10369738614399,NA,11,-161.436034320929,345.825137233916,3.40482951313584,0.00239160595586225
44514.4693127438,NA,-0.232585119160724,NA,NA,-2650.02191835409,39.4347454024156,NA,16.3488803102302,-13.9442180608256,NA,NA,"+",NA,NA,NA,7,-165.736024137753,345.870624787962,3.45031706718146,0.00233782570456225
23586.3159360304,NA,-578.570675744723,NA,-0.003917783235934,-1398.10131446668,20.7128740063492,NA,6.70829485304815,NA,-1.62149140706636,NA,"+",17.4274113887249,-10.9001770037302,NA,10,-162.548999293483,345.88936549344,3.46905777265954,0.00231602176789522
391.500566836687,2.14938960769169,-599.907117091,-0.00754887085171079,NA,-11.8402349337202,NA,NA,18.6205028701082,-14.7701541166183,NA,-1.55190420063183,"+",18.0320907371057,-9.16082860485306,NA,11,-161.472880271709,345.898829135476,3.47852141469525,0.00230508865458324
266.341560081237,1.28170813828748,-103.675893233735,NA,NA,-8.1173934687575,NA,NA,17.3276475483683,-14.8396389005721,NA,NA,"+",3.08101074795638,NA,NA,8,-164.694345258,345.902976230285,3.48266850950444,0.00230031389604106
353.425607719686,1.28706350884029,-647.79386092869,NA,NA,-10.6657050078397,NA,NA,5.56744883407985,NA,-1.58532179840825,-2.01181113689669,"+",19.5036879865595,-11.7239582810455,NA,10,-162.563417836282,345.918202579039,3.49789485825897,0.0022828676999602
306.737681373205,NA,-638.770956538852,NA,-0.00406356497263728,-9.30216757453404,NA,NA,6.53892231807104,NA,-1.47213381653142,NA,"+",19.2062909585928,-10.4765280481092,-1.20589958162015,10,-162.564737893134,345.920842692743,3.50053497196285,0.00227985617294155
296.805096396241,NA,-575.855477585181,NA,-0.00457004249421363,-9.00651206341455,NA,NA,6.47416060176035,NA,-1.46172034830739,0.390293980506077,"+",17.3410563122072,-10.5733020210423,NA,10,-162.617361516562,346.026089939598,3.60578221881769,0.00216298396906076
